ts,open,high,low,close,volume
1995-01-03T00:00:00Z,3.394473982186568,3.4336409888199113,3.394473982186568,3.4205853939056396,4229887
1995-01-04T00:00:00Z,3.4336409888199113,3.4466970275152398,3.394473982186568,3.4205853939056396,5058578
1995-01-05T00:00:00Z,3.4075319831032784,3.4336429660772576,3.381420334457331,3.3944759368896484,4708835
1995-01-06T00:00:00Z,3.3944758382629954,3.4336428663126046,3.3422532081604004,3.3422532081604004,4245035
1995-01-09T00:00:00Z,3.3490824952500255,3.375349658376897,3.3228151089071782,3.3359484672546387,3642675
1995-01-10T00:00:00Z,3.3359496626135883,3.3359496626135883,3.2834153175354004,3.2834153175354004,7844048
1995-01-11T00:00:00Z,3.2571481449963064,3.3096827132905497,3.21774716297161,3.2834153175354004,8805953
1995-01-12T00:00:00Z,3.2834130839967544,3.322814039218988,3.2834130839967544,3.309680461883545,3708614
1995-01-13T00:00:00Z,3.3228137493133545,3.3490811249083947,3.283412797528737,3.3228137493133545,5159714
1995-01-16T00:00:00Z,3.309681212891573,3.375349337685612,3.309681212891573,3.362215757369995,4899523
1995-01-17T00:00:00Z,3.3490832626438025,3.401617824151053,3.3359492316389434,3.388484239578247,5199812
1995-01-18T00:00:00Z,3.388484161219216,3.4016177454883065,3.349083185195923,3.349083185195923,4064594
1995-01-19T00:00:00Z,3.375349760055542,3.401617147189665,3.362216178096472,3.375349760055542,3392731
1995-01-20T00:00:00Z,3.362216178096472,3.3884835652305947,3.362216178096472,3.375349760055542,2968584
1995-01-23T00:00:00Z,3.3622161120617893,3.4672856585346907,3.3622161120617893,3.4541516304016113,6067709
1995-01-24T00:00:00Z,3.4541508247695023,3.506685362537033,3.441017246131601,3.4804182052612305,4490524
1995-01-25T00:00:00Z,3.467286367806608,3.532954289745329,3.454152336986817,3.5198209285736084,4522156
1995-01-26T00:00:00Z,3.5198200550540157,3.5329534129664095,3.4804188652369947,3.4935524463653564,3548222
1995-01-27T00:00:00Z,3.519819681977143,3.5986216068267822,3.5066856558089623,3.5986216068267822,5668957
1995-01-30T00:00:00Z,3.5854876948439554,3.63802223867811,3.5723543379053564,3.6248886585235596,5899743
1995-01-31T00:00:00Z,3.6511577953558483,3.7562269270554953,3.6380237632653136,3.7168257236480713,9072381
1995-02-01T00:00:00Z,3.7562262777308986,3.7693603075510036,3.677424107754328,3.7036917209625244,11105792
1995-02-02T00:00:00Z,3.6905564269188145,3.7036900042191987,3.624887870769183,3.651155471801758,5643562
1995-02-03T00:00:00Z,3.6774233884641285,3.690557415715267,3.624888841971315,3.6380224227905273,4791258
1995-02-06T00:00:00Z,3.651157708332049,3.78249445465032,3.638023676554558,3.743093252182007,6021819
1995-02-07T00:00:00Z,3.7562239170074463,3.7956246424090296,3.743090341873585,3.7562239170074463,5359312
1995-02-08T00:00:00Z,3.7430922951769685,3.7430922951769685,3.6642903568198952,3.6774237155914307,5416340
1995-02-09T00:00:00Z,3.6642903568198952,3.7168246847699673,3.6642903568198952,3.6774237155914307,4220976
1995-02-10T00:00:00Z,3.677422403186624,3.6905564269188145,3.624887870769183,3.651155471801758,5782123
1995-02-13T00:00:00Z,3.6380214480695674,3.6642890491021425,3.5986209393843174,3.651155471801758,2965020
1995-02-14T00:00:00Z,3.6642900308608786,3.6642900308608786,3.6117554843680644,3.6380224227905273,5490299
1995-02-15T00:00:00Z,3.6380224227905273,3.6774233884641285,3.624888841971315,3.6380224227905273,6345722
1995-02-16T00:00:00Z,3.6380224227905273,3.651156450041666,3.598621903548852,3.6380224227905273,4637104
1995-02-17T00:00:00Z,3.6248886585235596,3.63802223867811,3.5986217214304093,3.6248886585235596,7205154
1995-02-21T00:00:00Z,3.611755450382999,3.6248888078626695,3.559220904384512,3.5854878425598145,5312531
1995-02-22T00:00:00Z,3.585486915652127,3.6642890491021425,3.585486915652127,3.651155471801758,5385599
1995-02-23T00:00:00Z,3.6774247434566925,3.7168257236480713,3.664291381014293,3.7168257236480713,7234559
1995-02-24T00:00:00Z,3.7036893932561354,3.7562239170074463,3.690555818122274,3.7562239170074463,3768315
1995-02-27T00:00:00Z,3.7299594100726936,3.75622657895533,3.677424402659348,3.690558433532715,2805965
1995-02-28T00:00:00Z,3.703692568747332,3.743093551146601,3.690558982352928,3.7299599647521973,2432608
1995-03-01T00:00:00Z,3.7168257236480713,3.743093341397051,3.690558775547227,3.7168257236480713,5120507
1995-03-02T00:00:00Z,3.7299594100726936,3.743092994514012,3.677424402659348,3.690558433532715,3504114
1995-03-03T00:00:00Z,3.6774247434566925,3.7299597557386064,3.6774247434566925,3.7168257236480713,3926034
1995-03-06T00:00:00Z,3.690558433532715,3.690558433532715,3.651157456992736,3.690558433532715,4243699
1995-03-07T00:00:00Z,3.677422403186624,3.677422403186624,3.6380214480695674,3.651155471801758,3976379
1995-03-08T00:00:00Z,3.6774245050081755,3.6774245050081755,3.638023527371602,3.6642911434173584,3344614
1995-03-09T00:00:00Z,3.638023527371602,3.6905585362470843,3.638023527371602,3.6642911434173584,2698591
1995-03-10T00:00:00Z,3.664291586348063,3.743093551146601,3.6511579999536594,3.7299599647521973,3948756
1995-03-13T00:00:00Z,3.729959115431909,3.821894645690918,3.729959115431909,3.821894645690918,7298716
1995-03-14T00:00:00Z,3.8481616247238297,3.9663647624547282,3.8481616247238297,3.9269635677337646,7790138
1995-03-15T00:00:00Z,3.9138297900908015,3.9400974007408402,3.861295461654663,3.861295461654663,7276885
1995-03-16T00:00:00Z,3.861294217532804,3.8744277954101567,3.8350266153462744,3.8744277954101562,4568492
1995-03-17T00:00:00Z,3.861294217532804,3.887560926855683,3.8481601932236265,3.8744277954101562,8674075
1995-03-20T00:00:00Z,3.8744307298423215,3.9794994324385016,3.8612971420177993,3.9663662910461426,4068159
1995-03-21T00:00:00Z,3.9400991153970977,4.032034676600919,3.9269650811404118,3.9663662910461426,7292033
1995-03-22T00:00:00Z,3.9926304817199707,4.005764059725552,3.9663633257088082,3.9926304817199707,5887714
1995-03-23T00:00:00Z,3.9794964572825595,4.018897637731133,3.9663633257088082,3.9926304817199707,6218745
1995-03-24T00:00:00Z,4.00576705451971,4.032034676600919,3.9532327032216203,3.9663662910461426,3953211
1995-03-27T00:00:00Z,3.9663639611215475,3.979497094799231,3.9400968009023782,3.953230381011963,3563816
1995-03-28T00:00:00Z,3.9532311796917377,3.9663647624547282,3.926963567733765,3.9269635677337646,3679654
1995-03-29T00:00:00Z,3.900696207981767,3.9532309828498753,3.848161433113659,3.861295461654663,4752942
1995-03-30T00:00:00Z,3.887562262681738,3.887562262681738,3.8218943507304752,3.8350279331207275,3214073
1995-03-31T00:00:00Z,3.7956246424090296,3.7956246424090296,3.743090341873585,3.7562239170074463,7475147
1995-04-03T00:00:00Z,3.7562262822396217,3.821894645690918,3.743092698835765,3.821894645690918,4396516
1995-04-04T00:00:00Z,3.835027319976125,3.940096855163574,3.835027319976125,3.940096855163574,5285354
1995-04-05T00:00:00Z,3.9269650811404118,3.992633466695188,3.8875638712346805,3.9663662910461426,7585193
1995-04-06T00:00:00Z,3.979497826598351,4.018899020604584,3.9663646905055847,4.005765438079834,6010235
1995-04-07T00:00:00Z,4.001538195297602,4.014744966809634,3.8826812918301554,3.935506582260132,5148575
1995-04-10T00:00:00Z,3.9090947710627586,4.001539508559107,3.9090947710627586,3.961920976638794,5397183
1995-04-11T00:00:00Z,4.014744129095089,4.067569857407012,4.001537360338774,4.041156768798828,14364418
1995-04-12T00:00:00Z,4.041155223645513,4.093981380663569,4.041155223645513,4.067568302154541,10626845
1995-04-13T00:00:00Z,4.080778112566965,4.1336034170268325,4.067571786451998,4.120397090911865,4663836
1995-04-17T00:00:00Z,4.12039725104787,4.13360357767609,4.001539413584537,4.014746189117432,5136100
1995-04-18T00:00:00Z,3.9883334636688232,4.041158769225523,3.975127137279648,3.9883334636688232,6409878
1995-04-19T00:00:00Z,3.988333129315743,4.001539005693166,3.9090942798141737,3.9223010540008545,5000658
1995-04-20T00:00:00Z,3.922300629569101,3.935506953422098,3.9090938568115234,3.9090938568115234,3867669
1995-04-21T00:00:00Z,3.975125998987152,4.014744966809634,3.935506582260132,3.935506582260132,5842270
1995-04-24T00:00:00Z,3.961921838440525,4.10719191530285,3.961921838440525,4.0939860343933105,5018480
1995-04-25T00:00:00Z,4.080776496142268,4.093983265930596,4.0015376730302155,4.027950763702393,10410316
1995-04-26T00:00:00Z,4.080778112566965,4.1336034170268325,4.067571786451998,4.120397090911865,8651353
1995-04-27T00:00:00Z,4.107190764796899,4.120397090911865,4.080778112566965,4.120397090911865,5043875
1995-04-28T00:00:00Z,4.0939839673066345,4.186428678235565,4.080777195255739,4.16001558303833,4860316
1995-05-01T00:00:00Z,4.1336021728106696,4.173221588134766,4.107189528530954,4.173221588134766,5033628
1995-05-02T00:00:00Z,4.146811470040212,4.226049900054932,4.107192030580454,4.226049900054932,4498098
1995-05-03T00:00:00Z,4.226048961520449,4.2656683921813965,4.212842185363669,4.2656683921813965,6615714
1995-05-04T00:00:00Z,4.305287052564397,4.331700156755671,4.173223327226863,4.199635982513428,5365550
1995-05-05T00:00:00Z,4.199635677766116,4.265668209000284,4.160016697711226,4.2524614334106445,5663611
1995-05-08T00:00:00Z,4.239254024755874,4.292079318013314,4.199634605908233,4.278873443603516,3879253
1995-05-09T00:00:00Z,4.2920781510202595,4.305284470743892,4.186427593231201,4.186427593231201,4115831
1995-05-10T00:00:00Z,4.2128431209651485,4.226049900054932,4.160017800225199,4.226049900054932,6173300
1995-05-11T00:00:00Z,4.226047701441514,4.292079318013314,4.199634605908233,4.278873443603516,7085751
1995-05-12T00:00:00Z,4.226048779614782,4.2392551062984145,4.001539430374332,4.054365634918213,18386687
1995-05-15T00:00:00Z,3.9883335358609906,4.0279525157456515,3.9487141070716545,4.014746189117432,12801490
1995-05-16T00:00:00Z,4.027953487512135,4.133604574931494,4.027953487512135,4.0939860343933105,6994863
1995-05-17T00:00:00Z,4.120398245117172,4.146811353650598,4.080779255674206,4.0939860343933105,5462676
1995-05-18T00:00:00Z,4.080778084296859,4.0939848592249914,3.975127027204377,4.00153923034668,8968572
1995-05-19T00:00:00Z,3.975127027204377,4.054365432249902,3.961920701180899,4.00153923034668,8447299
1995-05-22T00:00:00Z,4.014744442818544,4.05436385437457,3.9883318010508457,4.027950763702393,4257956
1995-05-23T00:00:00Z,4.0279531416654155,4.107191562652588,4.0279531416654155,4.107191562652588,3266200
1995-05-24T00:00:00Z,4.1732230064654265,4.1732230064654265,3.9751272092327703,4.014746189117432,8388489
1995-05-25T00:00:00Z,4.04115947034582,4.160017326278951,4.04115947034582,4.107191562652588,7438613
1995-05-26T00:00:00Z,4.107191734085826,4.160017499917125,4.054366417159291,4.080779075622559,3688119
1995-05-30T00:00:00Z,4.08077516202014,4.16001351032243,4.08077516202014,4.1468071937561035,4113603
1995-05-31T00:00:00Z,4.146811470040212,4.226049900054932,4.1336046909504285,4.226049900054932,4841603
1995-06-01T00:00:00Z,4.2128431209651485,4.252462560424907,4.173224130410187,4.226049900054932,3981280
1995-06-02T00:00:00Z,4.146808185155864,4.23925287212573,4.146808185155864,4.186427593231201,4213402
1995-06-05T00:00:00Z,4.1996346859053215,4.1996346859053215,4.093984097377948,4.133602619171143,9844490
1995-06-06T00:00:00Z,4.1468106719402975,4.239255414347984,4.133603895392306,4.199635982513428,5970138
1995-06-07T00:00:00Z,4.186428359179145,4.212840554554339,4.1600152659949075,4.173221588134766,2412114
1995-06-08T00:00:00Z,4.1864293094025475,4.212841510772705,4.140206946969369,4.212841510772705,2912001
1995-06-09T00:00:00Z,4.186426592359416,4.186426592359416,4.08077516202014,4.1468071937561035,3168183
1995-06-12T00:00:00Z,4.1468098850857515,4.212841510772705,4.1468098850857515,4.212841510772705,2911110
1995-06-13T00:00:00Z,4.226047701441514,4.278873443603516,4.199634605908233,4.278873443603516,4759625
1995-06-14T00:00:00Z,4.26566933951469,4.278875669699677,4.2128431209651485,4.226049900054932,3562925
1995-06-15T00:00:00Z,4.2128431209651485,4.252462560424907,4.199636790780161,4.226049900054932,3714851
1995-06-16T00:00:00Z,4.252460348070234,4.305285641327673,4.239254024755874,4.278873443603516,9330790
1995-06-19T00:00:00Z,4.278875804945697,4.33170112735534,4.2656694743432855,4.31849479675293,4642005
1995-06-20T00:00:00Z,4.31849399685595,4.344906653168464,4.305287219794967,4.331700325012207,4345280
1995-06-21T00:00:00Z,4.331698288730016,4.397730347375106,4.3184919667819015,4.358111381530762,3751830
1995-06-22T00:00:00Z,4.344906035182045,4.476970195770264,4.318493382626266,4.476970195770264,5976375
1995-06-23T00:00:00Z,4.437350273132324,4.463763371646902,4.397731298717377,4.437350273132324,2826905
1995-06-26T00:00:00Z,4.3977324146982175,4.437351399166988,4.31849399685595,4.331700325012207,3052790
1995-06-27T00:00:00Z,4.331700028441817,4.397732113606932,4.2656683921813965,4.2656683921813965,6647793
1995-06-28T00:00:00Z,4.292079131057273,4.3184922254400435,4.252460162839932,4.305285453796387,7338368
1995-06-29T00:00:00Z,4.305285453796387,4.331698548179157,4.252460162839932,4.305285453796387,3441740
1995-06-30T00:00:00Z,4.331698736860956,4.358111832394237,4.252460348070234,4.278873443603516,3089769
1995-07-03T00:00:00Z,4.252461894857368,4.318493984352189,4.239255566739349,4.292080879211426,1801289
1995-07-05T00:00:00Z,4.292079910501673,4.305286235639064,4.1864293094025475,4.212841510772705,4700369
1995-07-06T00:00:00Z,4.1336014165277915,4.186427593231201,4.1336014165277915,4.186427593231201,5779004
1995-07-07T00:00:00Z,4.093985046696104,4.12039725104787,3.9355077804434337,4.014746189117432,19279089
1995-07-10T00:00:00Z,4.067569857407012,4.107188816962622,4.041156768798828,4.041156768798828,8493634
1995-07-11T00:00:00Z,4.054363537555142,4.093982946015196,4.027950448946958,4.041156768798828,10582737
1995-07-12T00:00:00Z,4.050188877988927,4.103306258649991,4.010351181030273,4.010351181030273,9746918
1995-07-13T00:00:00Z,4.063465571852402,4.090024471282959,4.0103486757564415,4.090024471282959,18124714
1995-07-14T00:00:00Z,4.076745247258969,4.103303695306949,4.050186347828412,4.090024471282959,6625962
1995-07-17T00:00:00Z,4.103306702016375,4.1298651695251465,4.076748234507604,4.1298651695251465,3937618
